Factorisations Of Cunningham Numbers C-(5,n) = 5^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            7315901.466344409.7001133121.654652168021.782302186051.38385602257801.263420722813531.1445377105917001.3601\
            43672909416579.34563155350221618511.8198241112969626815581.131872274978634754198635541.28596369159272276742\
            1088565601855215949.42063108592714184976397190339929024980416586694201.311000711520781764626538741465672325\
            6045370224614150347623630822567163449175133032401.306734287726605553644863098072600914041673198734497317413\
            2725773938488628753270534855962018062770261068780042751
 766    11  2^3.3.525692477729.2948582111117607147637161465549027541.4260621080011732733351177066528303869.135449218000\
            7289973988827240992403128157841807978803698384041173092322450899036561238231.141859121673416005487576520457\
            022813549276133442472424132316715183883619940396780389749463541861.1229484358695370753227654433426732739703\
            6901556237777479907468862173285451004329475113416721336688277608976323156483762962209189.688077572077643887\
            77742758731019657736420975249624045909840952942205513521199201337256576052531523635656105835368224940198176\
            474192193946889
 767     0  
 768    43  2^10.3^2.7.13.17.31.97.193.257.313.601.641.769.2593.11489.390001.11059201.29423041.75068993.11046880513.152\
            587500001.241931001601.3666499598977.5207826497153857.240031591394168814433.23653200983830003298459393.5393\
            44757336151926206665601.96132956782643741951225664001.54263502654032658722910258215691970561.24171717725330\
            873572798545219226642215966994254472458802413313.3912172197047458397717591518650453267896298552283906907814\
            6049.332990555673879874070232416078317140063176358589203457367131393.29387358770557187699218413430556141945\
            4666388650920794134435709565877914428710937500000001
 769     0  
 770    42  2^3.3.11^2.23.29.67.71.211.449.521.631.4201.5281.19531.103511.511831.2471701.12207031.15216601.40420381.656\
            28751.85280581.190295821.527093491.4698932281.5394824821.20828886541.927476143441.8090594434231.13423446055\
            0630441.33411357084712191971.162715052426691233701.10910444855403996246103496881.49970061516036179615325895\
            945741.3652217646340731768196856238641110981.7193006983512766784866963293032603060201.106746180258127849584\
            6250192908016741836732696181.64440266419060297593927231583967276091233694866771034733715169851.823605867913\
            65803960787425676101320198702713980022004896969002452534074341
 771     0  
 772    19  2^4.3.13.773.69481.157489.1046447.749154725101.3357768242667569.29236154014192628894921.4068753835610919226\
            23241829.13302022772145301912117245535348604521034254056544901.13726461675345855998503776486003750963417505\
            1850677845943197547205305803.2188204970175459207787323803702410481729392361313578427539575673958230643241.6\
            53307895929756357032069541177270095642284909406860982228674482418078001190973372748580182250689.93316759240\
            30372632388984912679831167077466995687054654614910471739374239807657770841679190786546580498356059101214181\
            07579718271130713245930995837
 773     0  
 774    34  2^3.3^3.7.19.31.829.1549.5167.9547.27091.42571.237619.711307.18471511.327845761.558801427.1420986601.164451\
            2641.7866608083.1628744948329.311491116057601.172827552198815888791.43955934961951833386625799.513497973540\
            47205216257689.236419892853700126919767791480523.591570397114510975382037276803611.265612076858445777388551\
            7433083338243991.200253796299662273123815420919014088858469902515816181549623.31833081722789596587070013800\
            0837743143342446362870016166654233977116500855329574559821039.313919213102643521708128324645099542670312708\
            6652865459535995974954292707792169854791682265799741
 775    26  2^2.11.71.101.251.311.401.1861.11161.257611.5624951.9384251.9986651.50717551.31473312961.367041833651.83663\
            737356301.625552508473588471.21783999170235219053011.23070046134688729328401.174583335852767865379025002452\
            121.407991163083560495035321532597201.437196366910510383784330130064531099102550031749594637519374746810892\
            901.14221351212717339021540373843810199922081054420513950189874042212817343906675051.2646768788859314713253\
            88204404268547943539082536804287042679429217190383174940913131289440804088730152276727325606198465544332778\
            550346799619287089858005098405031211527982301
 776    25  2^5.3.13.313.389.25997.29683.52769.261707.264811.547663.2558473.8761354357601.66477837920609.90130760102421\
            063383.374962321852666418369.27430239803369083066006288929529.226304415586359542443507082754193702777509446\
            7601.153159805660301568024613754993807288151489686913246436306439.44796169453018986606747600023879343914002\
            28392792622816603378315956666439857992939659088517.49950775733647778754917837651093473502089377222075382547\
            73646346435013011197933072006586088584481360642405909911095398682450337729664393564496596594253054777906763\
            34100518752438637620956391612155608137
 777     0  
 778    12  2^3.3.179719.1918549.138068549.3391732755856086401282016931.93877169621510428426933231464437922053817539546\
            56905958476063709922148736350901.48068494242378795231504544271776290114219988766562497441519080834409520287\
            02060283604283304272581020645686839107.25095816395292565141457536097615378979918378832607352651584897663184\
            722057414188452946820822572335773915521260031258185798033982466691092819952150667121.1433332745516965782962\
            44747517500758771617858651361806945842000157557649894723057148903339966979397407506247297841857937619906411\
            5600540184147354879864247
 779     0  
 780    53  2^4.3^2.7.11.13^2.31.41.53.61.71.79.131.157.181.521.601.1741.2281.3121.5227.7621.9161.14821.18461.38923.878\
            81.8684521.14402441.69566521.305175781.933692761.4056854881.15188886343541.22735632934561.83181652304609.60\
            8459012088799.667929705480493.1034150930241911.14011933046202781.15199221608544481.20986207825565581.175569\
            2053873139750161.13139700116898999203751361.86047082949427536089202802741.431114130336966439253639900581.10\
            6819198985704526442073820024512172507707681.10371047328004711415976187888122003157511900197790591281.143412\
            1724520982424909664814056641660699632750456603894247357462095700708417050660312660321
 781     0  
 782    23  2^3.3.47.409.3061.8971.104789.2568871.41540861.74708371.466344409.311250747739.332207361361.338342444887.42\
            272797713043.416079604348810289.513765906786138686731576770204403.78777510338748498095181130868243856134756\
            9.553265630385022055666695438035664111456941805599247964204695144048160899.80500240108620821600554970587125\
            841775999919410290262911667706097023511257891861551435581.7181006367740267884440487994377287003565049490495\
            53019153018864909483403396516969367670629219514007361605195696980466982545572019771044240525285870482444352\
            70577035138131662897328100137234312558089
 783     0  
 784    38  2^6.3.13.17.29.113.197.313.337.449.11489.19531.19993.487649.31312961.49105547.119324017.234750601.186601300\
            3.2333311009.2520917617.3963317569.2481357870461.38811185416697.164204573839769.59509429687890001.370077003\
            27977836913.74535675530760254357.136134424591242051521.21441970593484574539001.2273765858635311126770020312\
            51.1476227273305643921846650230577763857080191997906995442200755205808187780477708230044943809.726666742234\
            49165153364103549167069004698295695577839150646170809349814595344990355005186190310710701164459006165794113\
            23322773091486191804944528626144883308950756107561068393341733073
 785    17  2^2.11.71.1571.32029.62801.5129819.25330381.2107089779.8616314452100494153901371725720169.26489529704393670\
            96395238234716953022350096447801.4587548699755676969742331799602074877905422766102260881.138376969435360368\
            103387960126512085185340452326143764943390912136900310361.4545097748549107687636490635433700666824231095679\
            445714935749764897266076938163669230641.1115555088723978703308269687410245327766595815692560467185242330873\
            9616133659346997785443510271.247488435618377934577981942511296662984577122636624167580208130028427550897933\
            062327104075209849743713997534395307801
 786    25  2^3.3^2.7.31.263.787.2621.5503.14149.23928199.34720241.344313589.365886952009.16815642611861.23468139799376\
            85523.31486724064290126361763951427593381.232544166333069010693505967345270131281.2508056664334165326784295\
            25124977090318975999001796354124089.3275262323842759491144568903593811836020835083160675552849533185921.166\
            787436343376111244438979552735670861818633598160717049112400295327.2327895973586595983778391431444561307467\
            2559346722265555860894056527591481597100222820867.385992787277997587628278841690215350232761920857559492460\
            58066094959324395874686038484382260938293077401109
 787     0  
 788    17  2^4.3.13.21277.52009.20420627.470323176131.362204827770839.1526268143138331950101.1685651088395468435993329\
            60034300611817889542621431425201409954169.73790636581458670049969687570528825724609281826017951532233346957\
            44694124049076609742477.26621939467987778370303050034163650569379983914376366150847938501340454431582272442\
            02925103830353865072242023.73060097624739442418628717991600740673136510709193976754351955725302186390369119\
            0053568311733456440015345138409.692549023235861141449560892697598972113153609945658113632079048008330007668\
            9646426757988979275628187755824488089
 789     0  
 790    27  2^3.3.11.71.521.7901.190391.18251687.68175421.7897663181.511465533067.2452107355981.38701052851841.20536780\
            7127911.2450102857830301.58523123221688392679.104449388937445035371.344120456368919234899.64408624014220393\
            84631.106534495441595594244841.165790458765148163402161.37399095525167136010188229.119141013892575038256698\
            2647969583249462584688509687966201101.238211155833181064168048688777161107278542968978053213871798263916689\
            422578355775945736571.1714857358684585168738513121226805455864078457423887796056063703108663776256915610704\
            25267966838500935258968636641095325780513288313959149301
 791     0  
 792    51  2^5.3^3.7.13.19.23.31.37.67.73.89.199.313.397.601.829.1453.5167.5281.143551.390001.543097.595123.1731511.65\
            97973.12207031.190771747.331660297.1503418321.386478495679.766142400277.1030330938209.22542470482159.435256\
            0631862697.112835047682166217.153560376376050799.346866834441245977.750213207760936191769333.34693111189768\
            60338738481.6509387183417404924784917.9080418348371887359375390001.2213895710934906295050485076049.87430018\
            4250616439267985523227691404297001.3297187189058986706552403293506970234679435613.1080563237077462528326468\
            77979621239204112909690094959643615441293403934709669138264918650738409885959859965809
 793     0  
 794    11  2^3.3.37372787.1043801929.7768438039.9817109164720890817702170752376314347166114272389620675501.14594597603\
            12913433363588319246268309853566494104595852491932349900699487549204386483046526924066112853387.94665745652\
            17770197307744956946186571416027870859251942099365157785086414152593612327097699199423285038630896533076170\
            2465475511787457282932906641627210677952797609.972962962647616174752204333097251522141417517801451644386598\
            35576002535026009313869404569762978384565016431322817911451655370342023506772228848750892368094514588790972\
            171163634217281833494678933726551
 795    26  2^2.11.31.71.181.1061.1741.27031.5960555749.6941839831.17154094481.465396726961.488094322309591.13356189370\
            71191.1775305720077559.27145365052629449.310928520390594886861.43347650492220877561107611.26630283325222574\
            22423831182711147675076701.9428867545869562874663176246654957067219281.243639010783143748440140172149565434\
            203189171.2239678151546732477719339309862512328008393109037131818519.17595190438943010463723776423224026445\
            56845061431561676869571.394241863716194327419279451207546452525142490509058992991097376969701.4124465358141\
            354042431120451501886483664837697986214333649628717310068251
 796    16  2^4.3.13.797.2389.53731.75223.44656987140518535039596003383.24688871653296457340343698107085412267529334706\
            921796439672401.4395761888365854926078131581383720601975211005397936900428559139073819674326507718509772527\
            692224009.2584778863757649306473538723160665902229415287473585060381626207471293734796126133187124065008020\
            52921.68880240538897902641405820233418555833156093876041986960021870413548930522035492758242193558005027549\
            132550841637.5790898436527462458491433300869260055266282191585087875808301180686846358745773800212116676709\
            6402607032872918381590535488973250751801
 797     0  
 798    37  2^3.3^2.7^2.29.31.43.127.191.229.379.449.761.2129.6271.7603.9311.19531.19609.65171.213029.281429.354047.519\
            499.3981071.93174481.3257947519.152317058321.75649382555448580095589.11735415506748076408140121.29090007107\
            767075239783794592001366542871.4905684062582720880172275280025711696216945281088701822552533098887.12636886\
            37137704810476575199760322219637281467850456722874664988899495867266119463295149117793724825818424213512146\
            66490207902222356573808012801.79763790027830348215339389844136440220860270865113375921173783304723049930032\
            80640941895179468566146773985687239150535537000905605213334484100343437521
 799     0  
 800    47  2^7.3.11.13.17.41.71.101.241.251.313.401.521.1601.1901.2593.4001.9161.11489.25601.132001.239201.776401.9384\
            251.29423041.131349761.424256201.632133361.50150933101.167597261761.89620825374601.103390853395201.90945684\
            7814334401.10467247667093179201.45804743639930233601.24625444126052524088217281.668219906430537590060380972\
            001.201729070811027930976007420652223887947601.1350508667305393222650192018347020888226557601.5708165908743\
            89863426712610221376823983504352706521883023381652903468683124270020472964342360390401.78356007632310511631\
            05353109871851898738295732904084174621530049314756920200268556563336013502822700910401
 801     0  
 802   10+  2^3.3.3209.58161041.68860956180521243.333064937028925224769589.43847900853697741032854560002922680481390474\
            78298194831934743030654070642739681936936814543067866062407682337660411824143764953731039155653819421073197\
            5938158111040403761205437557960008802455150413157703750987968312028530080065099628047.832299389820352053365\
            50600798358127899787316221884484183488113231682363373140234131613166842152434068968468568752802832814040338\
            42414268160026395613030186504060415771423629613890576765925610655100742969091747649427778618514107598346667\
            0178977596319342971168274696915796641
 803     0  
 804    28  2^4.3^2.7.13.31.269.601.1609.15277.20369.26399.4807375693.2454335007529.116555713473655927.6815632610027885\
            089.30825527446446607747.604088623657497125653141.1248228732195063112609361470351.1129377263005733785424430\
            0009061892827351888021.60857933695796127207474423394841702190927664498955594149.118665565193553599548973071\
            707180632259340693379855907500925271.3595995025826369977659826406670547615979975895153952282217794900186926\
            613.19490155031799482557643354197416311765006976384991708349107499762834952621125413.8670367881621696201246\
            383264395739338019619427601080980701370016748806481465099715917129
 805    28  2^2.11.71.211.461.631.691.4201.8971.19531.689081.2855911.29028071.85280581.824480311.17223586571.3322073613\
            61.513476216471.3776990462491.2000144310791971.100062970166640331.52083866402604872103138538630779570592776\
            194951.884759571094733769873572106626750614848619033081.124881354118770049656883592608530967873811530347053\
            44502325034244561.1047806862025859850394843324314408169792770186346877888619482789637932814221.146938674667\
            821698939790140544890177855634270543389059647071922199454271085510730718993828121.6079850101650942271292508\
            78682933896838856270218993574102464569294972763001948327875531122541
 806    24  2^3.3.1303.1861.5227.38923.1892489.21207101.142958609.305175781.28086211607.50422342829.688730186119.813497\
            3129579141.625552508473588471.793899011193308548529.311447631608357947354270996859.503177056336730137027708\
            9549186021905732092831.290997650534397141563820246300495954484696648210147356023.32897388763260556262184961\
            22253460916812420650821714159179769278548188108251.50692274351165075296529758515617402544053669424430715143\
            598748112190442477479524889.3771712712640195447819408608051296776219491829716611657903223059752902605890998\
            4277833273807558729442826119051153822080914726127669366229943
 807     0  
 808    22  2^5.3.13.313.809.3637.5728721.12873449497.176729217433.579264071033.5937018283241.3375268261753121.34344873\
            11396589821473854121.483593153887747265029536907421.54234164649457019858090786783366331533.6573840876841765\
            045097738044023218580610053625908525039752324422200521.1939263317431522838246578947439082997303272910421786\
            3659755739551860491049.293377996504351975984685345210187688678276878966180486022631746263421777164245629163\
            30378454175071533172187829452269961588317415089367912756399748646703536911337978045921010797476384412560019\
            48553147245035471060725023795032917967419464141316394297
 809     0  
 810    55  2^3.3^5.7.11.19.31.61.71.109.163.181.271.487.521.541.811.829.1171.1621.1741.1783.4159.4861.5023.5167.6481.7\
            621.11071.31051.164701.169831.16018507.297315901.921737881.31472682400981.182517282870121.359683606111861.2\
            332368714077641.60081451169922001.223823944168266601.1312315694449748688331.26941244373060650224561.2791513\
            46689444799703543961.2066067271380136212224701233463.4732858648953373926861365363761501.1141969784638095598\
            2026777206637491.27958214476418447045648661835559283181.392380251491428839184362869324894224798565499317754\
            604411.944258408137585813686274318096745451193284210327185749808249978686500799118335443897718426923221761
 811     0  
 812    26  2^4.3.13.29^2.59.449.19531.35671.493291.5096867.234750601.918848200649.6090817323763.22125996444329.2303920\
            8450560482164167.46233876772514796806449.4978655062910170670969991331.104193411347291769738017451047.133440\
            2673828313149547634216455312875601.46071314775951042545073861671336487915817343677044617013083047061.870644\
            868196664798437471040084684397998331787855406407455272073598393651325508166801.1748842568138298458045257601\
            68479323459354796993309925381169056146678667317477424672676295739094342250420788570199584752306021850151352\
            790020795665996100456793243773362125450679788391486220145801449001
 813     0  
 814    22  2^3.3.23.67.149.5281.9103.24421.488401.12207031.29010221.13971969971.73108132021.8737481256739.459201533848\
            67.706404287882271194070912641.26337873665845235353307452756064083.4199235019887470885085925255691657160404\
            32773229.18316240934698960595853929134480013361865336643368178681774061260803600010952108391368724289584237\
            81084876599357252745850131403.13948519478190639299602198018682590892580808922858455797802631911640198009616\
            12481556853612188322641901992303090613198897331871800266817988222359227370205460131577943767480142571578062\
            1966607518027021452367523127964528556542445237819143284900404701
 815    19  2^2.11.71.21191.4599209.40100609.675775181.6582151087844246659.33596633405529951211752346481.10255639958382\
            8574447011133455059.2835390828069919584008238108700801.2541462766396986870745222882425433052891.23230427545\
            093989573574035606899884718671.54938978785399383334196504918901015066871425911.4978019070778465969873397393\
            941797403128296569832548381.2552600789406817216543085305668151982866216847101400563370412871.87855315109257\
            143338670779766109110941856976397892463693622420012151561.2382244701703201476890053093882729673281016220064\
            02811892220195897458445648887056167709002321615634137866853061
 816    52  2^6.3^2.7.13.17^2.31.103.137.313.409.601.1973.2857.3061.6733.8467.11489.20129.45289.90271.317731.390001.528\
            667.623017.999329.4613053.5530033.19724557.34288117.41540861.466344409.469036801.12447002677.60119016343.15\
            2587500001.654652168021.938894988049.1361753880209.4959636586609.26837241260899651321.651278013527708656649\
            23661368506241.3290490848983782585870394810161320136439633.158189703349318881977105835441525272983848812856\
            8473.17298244498006001776733260622470717119751907722059351560259725074404263356882341457.101187506128336046\
            36408256392828672868036542607326272507395241804409707299154436598389468483180547134027249666032762199809
 817     0  
 818    9+  2^3.3.4909.567508524694081.92408751976133560582221842750523397152057816979013957030842350513496379631742608\
            1635865410787919.416836408261787338371839102627769670696381176482935643426318103125275787752959473308865024\
            829679003989809141331041044865380871155359850939365302542268378619457983363711410998624606306211.2221304689\
            58368235014449612772499191904080359461165692865312988045807600255209611634492902983822730470892745346441259\
            33999879801523003469746038753395599895231263625950327553189200852155774189283379730060776997413542692321489\
            58227516670615077936848652323435151840458192241
 819     0  
 820    36  2^4.3.11.13.41^2.71.83.521.821.9161.15991.43543.193357.221401.583841.2175461.2896241.6355001.2238236249.114\
            8205782281.1256950067521.33996220923281.9472026608675509.24834433083178321.5079304643216687969.378828567297\
            1032867364321.56373078952722628530598981268453.9353066485119999732284835819085027408231.1436881369899172813\
            331496702637026412971521496281.29126077906797054524253118878873401242767428008603378081.3416722338008969429\
            001531147103886888986064390011829175980595779171884858582418606948161.2055473355323543225719245223634732186\
            60990516313723918941062269187360078186045063274781645868336691707663027409024593944521
 821     0  
 822    27  2^3.3^2.7.31.823.2741.20551.22469.280303.603349.48102071.1758306499.13509261751.121719631478506669.76425307\
            02770043710321.7851027307722624763151.61562630761411218787053569.3501243666084542114634292493431.4011366712\
            134698762723279325243498287.251755028858658462627642052961230751431.211055478013500420209979313676296359032\
            4098107950957883.3852735458397598071150011401658661874155403923682368550872409.6882850374806260430077929203\
            262003138314292639090823541797416587200741.1277823763025936682015973808623004292050014553870611938029243040\
            79233341418999754644640080567503105705125240449759273180670045616968424439259
 823     0  
 824    18  2^5.3.13.313.3709.28429.875089.143724625337.59117897713198738371603984809.395469556364517686435715625401142\
            19.720016715917900826434290826659207222585733.1643460219210441261274434511005804645152513406477131259938081\
            10555013021.51940361280161112840277088349043555612572630726432155957078345666923882097062216387267033949767\
            996597.1200836951474783495992365217683486197087228393023161842795656788359582568391593818462269138383614256\
            41173448219721608872038573818337529478833480212282102990605558368450669251904542715753424538814998421306126\
            54502850629556154811880956025876535220043586804644902971902857
 825    42  2^2.11^2.31.71.101.151.181.199.251.331.401.1741.2311.3301.103511.233201.511831.1989151.9384251.12207031.498\
            92851.65628751.183794551.190295821.386478495679.1234133939501.354655233566701.23785874550224051.29881163609\
            373451.43877290026688801.1184981853909336451.263235486450437228201.1342155134288948494351.98671651156352671\
            80926131.13585095374919980427914311.232159617295908150401568225810555451.7424409739560225885764671005317073\
            3601.915689343435380401052957142231951033638922949189951.17544651846254249470679916025283909611235021746636\
            6139377300080751.65305043063437483845644286509916095080961023905008750333990272797771725782048419930065551
 826    22  2^3.3.29.449.827.5783.19531.791309.74811647.5242462229.28335417881.3237765225301.287948481625309.2059647179\
            472887.21180247636732981.2047572230657338751575051.1677756178117368440322458992363311946171.328202110952092\
            3560321134176260604100350947683991956506748824076292276237936814589.228287902502967724074169954693200949144\
            948616614837576689562394566460424510359033514987513660045495845412052219387661189.8316262863332775268315886\
            45145284546199351046790275052059242019686384065686391053295797792172402745609218984159923805324701783992565\
            462392410617996981807884819142728559098593265467386103825509076351505451
 827     0  
 828    44  2^4.3^3.7.13.19.31.37.47.139.277.601.829.3727.5167.6211.8971.17389.314227.6597973.66163549.70942489.2535923\
            89.2401937749.10047916621.22600337281.67153740229.332207361361.598761682261.8868050880709.42272797713043.66\
            988220431117.403316413944121.1271333135249191801.1129448349501082362870332521.21529311546645480718499389608\
            7.261794963011004419067612691823.5465713352000770660547109750601.181332832006124593894524017567674765203427\
            10009526710760461219593942056686456982781.26536862388830001976570614795697009384859866036045104297995387516\
            939103050284391519921270200266020570774632891535911474197133033184368701020941269921450966213883798201
 829     0  
 830    25  2^3.3.11.71.167.521.116201.1209311.20515111.90045041.961347785521.55785954324461.167674286348441.2049854538\
            2037148227331.1431185706701868962383741.4029666108840585686296627.84340842933027824154067061.88040095945103\
            834627376781.2560787702841639767474730913969.496438274988704468110633695016383789211.5423866998092065211676\
            64377679235482113503370942017294492342497725064744615307084697173312788543096361.75420479245121835082180924\
            5865692448592809318994740143792927132204178344974350929553423826459243126941.803692714308830143367297266327\
            7629226608633888533479807393933052864889428085088211821764213868646438952419731
 831     0  
 832    42  2^8.3.13^2.17.53.313.641.2593.5227.11489.38923.51169.29423041.75068993.247161617.305175781.825256433.222078\
            4177.9900401473.241931001601.537181587281.31308249137777.83181652304609.98759854245313.129044008326199409.1\
            49343725750590533761.50303941887027464825562881.889988147002015336570560929.5102538254078186071676415499055\
            681.5717693557043829027825513019667841281.36563411153650218096672403025041869676415681.46707270100788914727\
            20277353744610046303535783924992577.2347390534950637681414328340159351238530716731893251495801040097664641.
            47062670440352628271337989558755628292132257924252803642888174360778029934069458934063253906497
 833     0  
 834    24  2^3.3^2.7.31.1669.5839.7507.68389.2972602849.21521602057721.172694671812043.417786018853823.245971674691947\
            7501.6789441546024769741462601111.1446646439677126258978503447303571.24636336334496884239000249367853603550\
            54079.13476012762896826693076454784079583396699156093189.24550591546653776667941845268908441565415743319193\
            209001.62312778544931373437312353901828477385743715090139973652675999660403253132274229.6177587393356182286\
            8939164780106728448682191472989758671367944958192295171443783987527125103.319170327587660452956197990744425\
            945320630785271336243615875691412001095663761902097944314966831617710971971253171
 835    13  2^2.11.71.18371.53441.3329981.55690652993685370934111.264278122166663495614091.56173271056427875611390781.1\
            36120444765766549215152778976644223266629687067883561040373326929809178107924810841979832452900690680385721.
            27110165759987105787049596055364975559967283708449727361029838230647041772451771667405664211921918914820857\
            7762922050551000523323805158118558368521797305927929670378377872717747878811.140076311498050469862126233715\
            53147306950370602073870249388950568617172148282991783172870320487022570591098830613138433185435015035993714\
            6916862817088402173974799205566143877332175955509541290779947157951
 836    33  2^4.3.13.23.67.89.191.419.761.5281.6271.19609.31769.56431.213029.1680361.3981071.10123543.12207031.48851681\
            29.213379486321.1030330938209.2864226125209369.7201636278388333.45859681134648298337859101583259138328629.7\
            6891527486997630150967815266363922266871691437.790434321898802679246067057538000765839320793783530638791521\
            3621763.72933901304723106656006752127002639668273458400627707551792920762389246520686868895005797.205394895\
            123013305086261984743039887353305854886413600753015478393337865352490308306595797.2207796329769015611012259\
            5623297583216190476696803907377343492337000542711435241254425456657076461909793693026506147389
 837     0  
 838   12+  2^3.3.839.281595692549.3676736043047175259.79779766571538167749.18570424577878762265812169.7289871290054593\
            8884496308172168836533702575641.821159556801724548000654605481597464040132750484671807536514912021925655917\
            49878505247902141172697948489840806976867715157854986741500518344849689994294848787391303668440101053634171\
            758781978052625536278703110554610800931491.2950801290075779167230993458867120781057122227912261560604314690\
            20158177038779291236359097640595451008772123663169635073566248750060936413519965034540105478747997267628005\
            58041263597487951962981254146140693707970769977593778052391566709
 839     0  
 840    63  2^5.3^2.7^2.11.13.29.31.41.43.61.71.127.181.211.241.281.313.379.421.449.521.601.631.1741.2281.2521.4201.655\
            3.7603.7621.9161.19531.90217.390001.519499.1736701.5236141.15216601.69566521.85280581.234750601.632133361.4\
            698932281.119461537021.24587411156281.21226783250214361.59509429687890001.23320317172851318360001.135422421\
            8968567573270561.6019022585035590658668001.514845603025661988644048801.782349962686680131171831761.13148832\
            195720299503896018648521.24554874798220986864643786538129965751201.1236823726895872343202721709263066093404\
            95521.1643757109388117682724285686131351474922275677604301152980315921.121370995881958119904579394471277851\
            09605610509438872341015390625601
 841     0  
 842   15+  2^3.3.75781.14894981.205114040909.31410466159536169.73688412163867840421869.2670138546849776123377091323.25\
            10106373340528083960492234939.6226633359276226469107090691434236881.622232758780358778126190590256749954524\
            999505890859340251987532999.1376892416986891660868888952709866680522212404877414052781432896337974197524345\
            976334022067211965993249761230743801.7415339786845546712022892662807999428557695544862622871386910901919275\
            08759688849541407962314013639190936263917152403754420946716157650429403659513976534741851521428680634611617\
            2371692490351622375169743167739054396111811720852827313316867740036509963
 843     0  
 844   19+  2^4.3.13.22144561409.5594292675731.37973612258438259769.2047676978710884689089.49701926718842398034917.8785\
            612071234927581234843.1550760729196823058417670649.144115393066310961947385445876092809.1838688342673461699\
            900627759697114609.91807021517467057942827543491998459427.18283522301529013619136533441360526422166770221.1\
            2117471589560986330527567615247238634978313717528365907029.388585986342560793070265158195972587783950127480\
            14594761854879151349765539057120956130607233410193998498924850340028546161483668956750047494521635142080301\
            51359969357925764767518867383066073369732140010282744175931167592624365319891317
 845    20  2^2.11.71.131.6761.13859.633751.892321.11711701.305175781.54658890184991.1034150930241911.20986207825565581.
            375253243497628098828340729608671.784646826705980283039372085276899721.215807819069416938605660038595159847\
            1.1006733590176529722850423460072748896758960727573801229970212800434559.2707454194676387458198697469564608\
            743237721876543662643067774964168543319365392960283829936862230741333481210674719944749411318645725771.2676\
            69238749930933471704531317803240254068941364791819145066443021366088086154315737661701110919097400886265264\
            5960900464851715115753370144245594876488548764538649270133902520957511765712970264671
 846    28  2^3.3^3.7.19.31.283.829.1129.2069.5167.5844169.15888756269.24048335089.222529765609.37516308093487.47221880\
            173493743.3602372010909260861.177635683940025046467781066894531.83401839008933340130657770875911981.1628616\
            0623917663079467944573580125726889931566772922392814390121.863697633969986931868382173231820790129705783768\
            3243210682129853674321.39572332202385740741222289075450046633403426658269930807344301678241999541.914720455\
            81463309713197880782873292013879455397208236756143623908246975772273657984315533741263.35327969662283637841\
            366754184119938798734387168231419369200051153403910044415327994112053319927546540566905718669
 847     0  
 848   23+  2^6.3.13.17.107.313.11489.24452081.1500134897.5960555749.17154094481.28838378869.27145365052629449.88717260\
            15923707071209.599659003321309822423087.534366212823606171881874993300544219189772104182089.992546266896549\
            27640261616814658525132905567631588500916331176516657585603171303538495567643197238748491302532216725848240\
            6322245836062321.393903988229761802517857595621646602187757336835968060526532623835591316713438246801496527\
            99100483983791996632210980077166442561595185352048545714909837987156526031948779379902780706800733679192738\
            3094023359317798690131275125538546408805263190222062754420752409517064366634564577233
 849     0  
 850    32  2^3.3.11.71.101.251.401.409.521.1531.1901.3061.5101.56101.3609101.9384251.41540861.75752681.247515241.46634\
            4409.504156421.50150933101.24320833768392901.4878161432677729051.34563155350221618511.68795069664507129341.
            8198241112969626815581.145963730199747042656516778403088728611835869025396985871531733221893848479208362976\
            1223907951.357031808538842686268999271729993970136272915965448976217831756741707838470073866405960398092268\
            381301.3432347713448695438912779586430998484851925797804640630246334649837923073403040441894508062944329028\
            0896625363280973466371608046901190780599426952296592736272630235643551206490598822889548124957977661001
 851     0  
 852    31  2^4.3^2.7.13.31.569.601.853.4261.72497533.299097157.8367932201.200771218157.554474665573.1095832589179957.1\
            56309592445437909.5747338499820296170481.10980344624856402438121.288231038713838413442281.33861120548112135\
            250672625281.2893657379733917265396310772669592883.1092822132265806461035989014934429610237.104235329837167\
            2770854199410473194161120444561.18607929421228039083223253529869111644362732899.295171357962796064582490218\
            09310932933544054168008265017565907.37016324282165384586357076391466081045866502365928259412656884252668633\
            5908781669.46180883008246062834267178183590139214368357998845911136412329630491397525346500842880806213
 853     0  
 854    23  2^3.3.29.367.449.1709.4271.8419.9029.19531.78569.918585913061.15571335384347.14008364639128540436401.140194\
            179307171898833699259.18978978300104368967581806916192652565860081.2478342640892955029371216779549673912736\
            487569.563755283862496929168659991708057447948580426252052767.754271644098822052463725984979885656503235859\
            4793351250565694550807389.557143316434990549426124166172252315988635111962748701272517051609259161678627148\
            019360812941633602572608697939823077603694320020152539.2723528882195134624435365406241362651957822673755720\
            745626178581944304857470575651366951292535191262712823827955524329324491207238166486348539107
