Factorisations Of Cunningham/Mersenne Numbers C-(2,n) = M(n) = 2^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            99.50061214622509969230528187280149191683596667776057.2343254763791128850444156587107279568075476376903297.
            60717343038677987349326001581228916255072999065636960956793598869021809143349875972172680631120952965989618\
            8187130667939
1055     9  31.2111.15193.29257554834707791.60272956433838849161.3593875704495823757388199894268773153439.2279850581411\
            6334119485271455401054495620094271.307289980970606234686867138691001349037525535679593763081.87452776094203\
            09773855078786406122699364747867155916103031880047229731442616044267253469374424732953220422926573792104938\
            313248681
1056    39  3^2.5.7.13.17.23.67.89.97.193.241.257.353.397.673.683.2113.7393.20857.65537.229153.312709.599479.4327489.53\
            04641.22253377.119782433.1632064897.1761345169.2931542417.43872038849.98618273953.190507963147393.168750816\
            75650881.86945388997210442828259494992321.44250674269198344200898981420091393.15525113681544402431583338706\
            0599471617.275509565477848842604777623828011666349761
1057    10  127.18121.55871.165799.2332951.5318798633.117801297041.6645418768842321985721.7289088383388253664437433.102\
            30253047004519801812369207746516646924472936195436867629655324439230955787257211835451393251729927508802475\
            86561658944575856922038208568751863156170259622742688732260644808837742951027798155284201885115784580834888\
            338769485743
1058    12  3.47.17987.178481.2796203.6190092443.8633301049969.54999142147740840245669969.347916608026315949237260151.9\
            114901722266383629807574332217258944092868367.1201143211548122610156499073546827568174014812959988601.21794\
            40411300727614342326360861712758082138240807560579111872174660359648890177763354401618264121631352746300747\
            90424908997633
1059     8  7.931921.18861552481.2927455476800301964116805545194017.406705514341311929775321977329399946085423110569279\
            9.6327019834650802405813498384839000872342691100400396876643368617.6725414756111955781503880188940925566051\
            960039574573675843402666863.9908826077622069959444845877785521871432030543923875713638229055445661238577464\
            7423937
1060    26  3.5^2.11.31.41.107.1061.3181.6361.51941.69431.15358129.20394401.24082141.586477649.29324808311.280598107624\
            33.31213331016701.197748738449921.1801439824104653.593783678966863030035641.3371658366820851044736810147249\
            9412321.36614110124735294634435619027766763481.1007715965875748226745472989687556259131.4756594885524903060\
            7648469764544867603199396453249495641
1061    1+  24707306311927565716857342128774085333197833223161879682238935306082805123046306993647507776054336486228891\
            34085898582902707626188791424278161784667245343138690398245563554215874840182398598832290524507793856751325\
            2198179128990807936780194781391547404884040101606295111368825026273254703636026307207764436438929167613951
1062    25  3^3.7.19.73.1063.2833.13099.37171.179951.184081.288236359.1824726041.27989941729.196629322303.3203431780337.
            4453762543897.15888898944343.1898685496465999273.9213624084535989031.47065603823663026660218883.80995594104\
            64120708848563721343.64835086810126708428197417798336316991.13678547238068571937955837583514271783408098794\
            862972195988647588740138073285123
1063     2  1485761479.665175579287651344926471663592621257700485401349186000325397729767977249410066499473365543516136\
            25288312893030278881874355220813711550648653256265159781898981118980688381522263839502394276270835812253759\
            309013592355218624237843247884555485319300157747282772571077797101425120542577358619582373240968281790913033
1064    27  3.5.17.29.43.113.127.229.457.1217.1597.2129.4523.148961.174763.524287.525313.15790321.1692116131441.2451701\
            4940753.126848469231149.679253585011429.139065006256539545729.106788290443848295284382097033.44932938629223\
            2535250647435097.163537220852725398851434325720959.50077084767631215481459045535942286719035243087652929001\
            293138096831344998442654133431262500866849
1065    14  7.31.151.66457.228479.48544121.212885833.121932688511.2849881972114740679.4205268574191396793.1413926226280\
            8175798602566204793985440361.6252200505559391265660834611730277041893919359311.8223125624363292839815514592\
            697905768406610797334099385507174111379292321.7237706078587704493498546914845701858254453283959554988495217\
            0483099988790442561
1066    13  3.83.2731.8191.13367.166297.354979.164511353.8831418697.744487658617.111719734852571.1180602255513508707636\
            52733874186880099078420518378697082407356114986221754712225603525595135699916930897666025083343294677939.12\
            60895292455186396599236047891565649089182731806881511234176129934551981673286509551801445791911124636042412\
            5987663964268856399
1067    7+  23.89.11447.4884727.32805679003831689475103.13842607235828485645766393.304220603560784519262921952904867630\
            92344905319353541222176674553424100085758575573788307546710361967182673146559639913215120478086361192259856\
            91531891618320828492223604174278347220797612258792666163760386981456806592748859320413341298763546354556476\
            6483796391
1068    24  3^2.5.7.13.179.1069.2137.3739.4273.62020897.78903841.928574737.3401264941.11221454641.28753302853087.185847\
            74046020617.579017791994999956106149.123794003928545064364330189.618970019642690137449562111.24124332437713\
            924084267316537353.10038055841545956979111137292020661.14851642607221752942766012585821135190909.7993364465\
            170792998716337691033251350895453313
1069    3+  17481727674576239.37473613084215372416028665821312617743022228898297.96550704221153904161865433238499370055\
            79725788253857499949114359491746862455829812455134063238947823422491484330358385786011269349179010346254104\
            50759513483756684356634667865240616529515703477519025593882759570194410619863222854231701188898390336886704\
            9017
1070    16  3.11.31.643.12841.95231.205441.879622391.10155021917057853331411.331343920853356078376431.84115747449047881\
            488635567801.162259276829213363391578010288127.23718232032401560617445166686464799001.431458267304950409618\
            673634079545142558161.2645097367401796494779071821252585360713370368201.70006550465690448123526076382585141\
            736355981625408033198241
1071    27  7^2.73.103.127.239.337.919.2143.4999.10711.11119.20231.92737.131071.649657.861229657.52877551231.6298304836\
            7.91005071977.131105292137.245262248913715001137177.75582488424179347083438319.5880734007124467829187484937.
            8889432124593512497963252165417.2044333418084691639917563561172180103378559.5286290059540286968335434725391\
            47136086019937844585987449461707907623
1072    19  3.5.17.257.269.4289.75041.7327657.15152453.42875177.193707721.2559066073.761838257287.6713103182899.9739278\
            030221.333808138537249.311532723090035002320027134588551176448471666435989092897.11137670944221999006058963\
            48724787045161997478687751948513969.65506566259890036276757845511679125463031291090882763290825341135130152\
            5671199788835777321465298977
1073     8  223.233.1103.2089.616318177.44197213979727234355841.6942175353998476780484151131865777585076358222528038084\
            73674680017.44700786143294759651633919565939171212371806265425063004672069191159233388847203081926096301341\
            22514630591955850684208117699818532302512984686722571866123214668227310155268074784181308707328599784275703\
            9114982160463
1074    16  3^2.7.359.1433.4297.13963.16111.196543.54408841.58745093521.170018474935706970530240356699.4347868190665879\
            373495950562775707707143803.1489459109360039866456940197095433721664951999121.15152101256798311696838808179\
            91043611648775846999066937875040414107.61644591017487109011285560137868388400788067478515891508940648125048\
            33580853956389332526997199
1075    12  31.431.601.1721.1801.9719.2099863.731516431.4718966201.514851898711.297927289744047764444862191.15050856651\
            49744276431899306875261418395247847425018508944603844839903620683561945617394596336783806618068200735948677\
            45601597107564163289984809208074678176506624087699432128045289078743237667872766214220934155052811128370520\
            9796439799595773801
1076    16  3.5.2153.3229.5381.8609.4273873.13822297.1633401082697.424255915796187428893811.3918695179304214327885157.1\
            85382112947811828276076281.122575221550682354302309961053.898904260625884249027566123577814531679366231253.
            745280352191786358209397071708329198285057832384965565161.6862598850481177425936467066155294891536390184503\
            5416371912463477873783063
1077    10  7.719.247711.855857.778165529.13759551679.65877330027880703.370906580744492785430299503112990447.1003611962\
            81293745682520861860411315001.57794867240135562276514461910198752045630734429190303431708126814589875444272\
            82080469543346631273549461958081968348593781641056435431979752850763859088155026474879158325923026686350246\
            7485076893361751
1078    17  3.23.43.89.127.617.683.78233.12460603.35532364099.4363953127297.4432676798593.581283643249112959.3110026909\
            2898119731.234341789260493933662402728271919.11464158678831419555307566061644085062421769697020398649986313\
            091766942851904723145020010938191.7041654513267071393853911873196906476682748308462741872805521948554771590\
            043753855404907061178826433
1079     9  167.8191.417042099631.1104547173371974879.1234944495181377943.57912614113275649087721.112521450818457950210\
            174975426777.5639243110659562244485608305023868173986467469856659233.22650146166151544795725372613237530977\
            93063605330506188537178116015436561333252123609268376792051985858098297118465574949991016908174398684766558\
            81807480779541873
1080    55  3^4.5^2.7.11.13.17.19.31.37.41.61.73.109.151.181.241.271.331.433.541.631.811.1321.2161.15121.21601.23311.30\
            241.38737.49681.54001.61681.87211.246241.262657.279073.348031.18837001.29247661.33975937.4562284561.1686922\
            92721.201519653761.49971617830801.138991501037953.165041853060421.385838642647891.1117180440577441.16624293\
            5471754241.469775495062434961.47322686948898415351505582462576221839235677646571281
1081   10+  47^2.2351.4513.178481.3137063.13264529.2756059353782849.1248432852603561685630837661279.4325644404508063217\
            99427218895731667660278617581663213216264064975306495021302572409886272387656157083832024706456541836670208\
            87566839792389899365531291345805253177193859290160844380076893978680127939129958095571420566932753138027769\
            109597595598136889
1082    14  3.86561.59199467.396588707.4312790327.512917469041.6115209994009.301118908380643.84163674336698854450433.77\
            146448294831869472151022106713.904106555381898703253733254107256591.901912542742250747662095103224539896393.
            100705076277028140414573036353559088974376377685400737.3913112911835820709255943886069525362580351752909309\
            688547154382752707879
1083    11  7.32377.524287.1212847.14107651849.9522401530937.36450568206770608791178096385783.5473015810417967216563512\
            902910681466781133103.140183614482450346632384931984512181340021597814186079.258112211792439521869202388274\
            13131290368483933428434308863.74154500853859686548901376339912111888602151243764890252334308289566361237334\
            27300972746298095433
1084    13  3.5.1627.97561.10474693.15242475217.115417966565804897.4635260015873357770993.10416775549916869669374386749\
            4211841.1453023029482044854944519555964740294049.3477396520339709531699943780276325113101.24892775786813189\
            0277330541567820045256364273970773286542188386932989391.777826217469762936345378591192112701701712358382886\
            9656300351035087381155797
1085    20  31^2.71.127.311.5209.11471.62497.73471.122921.217001.553351.2147483647.4649919401.105254261561.319268480441.
            18158209813151.6268703933840364033151.378428804431424484082633.26276902650617598130514300419700362211470524\
            99684713186298463679461901867902579543156250914440022313989228545019390275432089026197288457466289193863588\
            771122409827598063673576439175761
1086    15  3^2.7.1087.1811.3259.43441.1164193.7648337.31675363.7923871097285295625344647665764672671.53495538531959251\
            1227419175872576025063351.17810163630112624579342811733978085990447907.230788031251405031743477323375337948\
            7634082230810808744501836223.960843850986532976532466235773483492840618819232206145010143480044702708779967\
            241439519037158800917230289
1087     8  10722169.2144921195591.33990250708335239.2105485879475562449.421733524843190780249388261839156579767.238642\
            22009193938317456687011256092421563991.2664797814058212286560533454960446792210016180875809243599817.375625\
            37843594262110536992642418119528491817809174669450676612976893335792606189166083276412530109929185443195218\
            209102121256371567
1088    25  3.5.17^2.137.257.641.953.5441.15233.26317.43691.65537.131071.143617.354689.383521.6700417.443069456129.2368\
            179743873.2879347902817.373200722470799764577.335631827046798245410603730138717057.634060064077277210421098\
            34220642811713.13832308777821275253693797139501737778822147478083036956843427808440807495351394287484032432\
            976653684838265205956643879584820178416769
1089    18  7.23.73.89.199.727.8713.153649.599479.7593961.33057806959.75824014993.141641296831.27306046411338223.178639\
            3878363164227858270210279.335694389427634954071771421573041823051433281.61486296565393496488506880999411280\
            13039964611990754521512906071.20117318152303482219550150148533043462943500017625629996967050858956606175248\
            2785323045293153959210827449143
1090    16  3.11.31.1091.3271.213641.104124649.745988807.18109412991311.2511696210834096991.861926610031728629577011.87\
            0035986098720987332873.2077756847362348863128179.7647513170903349335637401.23548299583428753078153276336578\
            257655370097978102396602253308281.1715498667163142440108333356686495876992353027721406775241134582898924383\
            1953969896446066369938959754331
1091     6  87281.551978359.791343585595817.97535130364653673535422113471207017.496474000537225566899310934393330825097\
            522839.1437013471622309335256546378023721665711406442223993223842492453783164226995441812026635707194530564\
            29124449803234858728203085289338282666561321543287852361515284925943785437324621453340026388119033986015404\
            98772868803183
1092    49  3^2.5.7^2.13^2.29.43.53.79.113.127.157.313.337.547.911.1093^2.1249.1429.1613.2731.3121.4733.5419.8191.14449.
            21841.121369.224771.503413.1210483.1948129.22366891.108749551.112901153.23140471537.25829691707.10531075081\
            9.467811806281.4093204977277417.8861085190774909.556338525912325157.86977595801949844993.275700717951546566\
            946854497.292653113147157205779127526827.3194753987813988499397428643895659569
1093    4+  43721.111487.42565880168703357316051447.5114572353459081092683513867317211473250073765875075613230480040104\
            43240665866456350451108135391815257174555402645143153404225127699406227232637397591052443970428500967250460\
            48271156703909042401603476108195637522536183237416504150948240585396741144954859585575560778581061483472818\
            7399924036239
1094     8  3.5471.1533926272849.172720604638150729.157552196128597543991.11514895455487400649824422273.309437043203280\
            53551772304332700656369342090000897094760560462019758939445045265236461818824720191824544419402625751643135\
            83.86940450873013309519208279925480622841121111290276024359369484775736511735726559995579799230425506068605\
            04633923810675548859
1095    16  7.31.151.439.3943.8761.2298041.702595801.9361973132609.13828603741081.82595052745831.671165898617413417.481\
            5314615204347717321.12687370311710932103729819887748340216531751.256513952623184079349197347817377970674312\
            85390452848441.47039571239409928797310998159302809574412713191008090890722063027084417577430235410025198493\
            720736396880345328309484349801
1096    16  3.5.17.1097.15619.189061.38226289.168434085820849.32127963626435681.105498212027592977.32032215596496435569.
            5439042183600204290159.206875670104957744917147613.921525707911840587390617330886362701.1516497275171816553\
            8717288739219937057169.934942558600869905124926571078759939079367412264174075221522300210393681230830294927\
            34398464387952766267944617520881
1097     7  980719.4666639.22926719175799.1734492765338661710171833.36079584237927411511333522577.205295973898620029528\
            272537868263.1259505554469173787452894624342149232686245990867988670203000078759012131214660790062021041585\
            57681926412452792559964848051863234886618229864560606233791464653439471668583445302915187236659442745795066\
            7579861938460736743
1098    19  3^3.7.19.73.367.38431.55633.2146261699.37291324871089.165963031279777.1386525709821079.768614336404564651.2\
            305843009213693951.37201708625305146303973352041.1772303994379887829769795077302561451.19851883152237319970\
            5315502297744277392201851028240273132593989508947283.386407850039141618473930417065132409207788261218066197\
            38430718567496016974391844765260849
1099     8  127.852133201.11302318217.60726444167.1654058017289.2134387368610417.28617130498420804403756708531447.90502\
            08399798405397770387558233033583472004570231833682972326178739814606908903914807910984036856839610452670047\
            03332209037962433602961013386498325012897768236376490305079132631318067892135813427027539261647301903971112\
            364781740963508474289
1100    37  3.5^3.11^2.23.31.41.89.101.251.397.601.683.881.1801.2113.2971.3191.4051.8101.12101.35201.201961.268501.4891\
            2491.415878438361.698617420601.3630105520141.18735216413769901.382027665134363932751.2251172339268843846064\
            01.1905911178138824081520901.1080528897710038815140945082604626901.4074891477354886815033308087379995347151.
            1657154808755021818820630633083400618861135574408955395309601
1101    10  7.12479.79273.51791041.78138581882953.258977744356523549983.301311116540899114446723859201.8835330903608737\
            23903538281367.19755740081951910036006278827509875120092863638283602681.71171844306088835745510438375957989\
            91854531592538542408503597889373243280082253668767779053492833395835355975003931783738078510327889890089464\
            32082299780350922963303
1102    15  3.59.233.1103.2089.4409.14327.27551.174763.304153.524287.3033169.400280563.64528510149709212518142344860424\
            7314765588768947562129943605279670581559927491603930209942828259785826668347306339412962428369301154937689.
            15047207907283785223567857264566942009057638990573141456392568106577256738933540911210280244101118007417805\
            328040232877487303293567630046047
1103     3  2207.4126110275598714647074087.1193279152791228836816578235929529454326072029190029315882310828205522499323\
            54152897668322449440341040214832101103475518040460707927907940064370277262480248451697224457971157946837039\
            68858493570555291403991724382957404670842401449554016932782845723453935635939040426114249092291163958974567\
            763376870399223
1104    30  3^2.5.7.13.17.47.97.139.241.257.277.673.1013.1657.30269.178481.2796203.267457249.43717618369.168749965921.5\
            415624023749.10052678938039.70334392823809.549675408461419937.5770338946481798744593.3970299567472902879791\
            777.291280009243618888211558641.17631969887860014158574508770817.344347736519435126696705502176659398837317\
            50144685418951568171079340937855569852799807030738080289
1105    12  31.1327.8191.131071.7555991.145295143558111.115812024214750631.9520972806333758431.155137816977180947152785\
            562601502526330318743274151.2365454398418399772605086209214363458552839866247069233.36623786615448792528228\
            651753874770336757984952740798581899844047499677232721.6049173551222972564082436334927818871818925239096819\
            42196638806895777053380473721
1106    10  3.43.127.2687.202029703.1113491139767.166153042787383.201487636602438195784363.2311564013722765106562693324\
            070664787462722331606243819658098082763568979086228833561077816432762779405410319245179999205262073.1134356\
            30462063671198459014000487286770763765655347786808833282723232781724659943642184927441544982799421330163110\
            7930754576248328791038934659
1107    12  7.73.13367.262657.3887047.164511353.6376386802464073.177722253954175633.7675195491326802969559.472897006006\
            202784083089.242930150369581725249341464475421249205592384370695685937.151667249207732542131011056084557240\
            47128704583882651566981223499704912699071615400495589081920009738804986196668121809900520993331185790581624\
            94443921775737563349034709751
1108    16  3.5.1109.232681.1121297.98002601.1093620377.4343215646437.25792643401363.365883785511434081.987879984327104\
            437.6127581899703807800001946665349.31133636305610209482201109050392404721.69559794597765400522809348515896\
            52278783.44330544153812472562387530302993597418712010163095512613990869.31382800093996790173446310515426227\
            69205877134953845128202334345822857
1109    3+  30963501968569.85608965982066833903.26235893929600523617042675579612338725681294019961093793273116404912608\
            62310012222113309890851966954563665745130491687036457659209702135841619630289735947561367330457378246012986\
            85092910895713984977140371974397039779977194706305194262403736808872883934820650917541485445226197132955007\
            1547371396858873
1110    28  3^2.7.11.31.151.223.331.1481.1777.3331.17539.27751.321679.25781083.26295457.28136651.319020217.616318177.16\
            975554121.22933014202051.107775231312019.1587855697992791.38914392714281976571.7248808599285760001152755641.
            778429365397887608540618330873281.25389571178066054917739150587851435666098491.3038247378233707076670689176\
            5775546594587147791566105506524244468947713551683592001
1111    6+  23.89.7432339208719.341117531003194129.457892136759270759480793.1170616368221599038747963630557515305935275\
            48082382961847954979782939623650606517632885757928248915054544090077548385093833641950902829338427070494522\
            74472099001713380257636434578024009928159152436870081427365130623019835091106310525291802902455059206393583\
            960763417048683136407
1112    17  3.5.17.557.6673.1408349.4506937.15736774913.492717674609.5625767248687.12763660054721.777646171128174564216\
            27629713.123876132205208335762278423601.51542639524661795300074174250365699.1251163891299967635860272509229\
            764287909.1716319040365034397790860195913303021663915471096474850983729.15578566211941397840517234387216637\
            465324132360973879251752384554033387041
1113    20  7^2.127.337.743.2969.6361.6679.15583.51199.69431.13960201.20394401.540701761.63781899287.229890275929.20471\
            2366597949333831.2363026390394916673046830675466863.1459803371556344442852325238769793184514647562664566413\
            29.64116259840813614699980760575349371355703311586540367835792091469556582147354530544368306616998169034456\
            205930673863455290761864339024209347948361
1114     9  3.3343.4457.124769.21993703.4565508951414453792719.22053236096920219270632521586535711.63725217520100446091\
            019213316114800470054259870518161822841838235099774015887061706672583915057828311.2827723894786314905953647\
            24399462092186501348562627650967135220434189407857157380221801989783773525998779150124067212406250974718782\
            725601626594238084722774227
1115     9  31.18287.196687.1466449.2916841.1469495262398780123809.596242599987116128415063.786682028721742979053254510\
            4013632296537532272087818471.135392687632186442832874027682560318138539339719053895158740375884890053165501\
            73480504426176331239502410541601764224949462329633992130806107535049000730491827466139617168943740088720478\
            3641479632215329177486366281
1116    36  3^3.5.7.13.19.37.73.109.373.1117.5581.8681.16183.26227.34039.49477.140617.384773.1437967.529510939.71582788\
            3.2147483647.2903110321.119232435043.775844757937.85384915399027.833732508401263.951088215727633.6588122886\
            53553079.4611545283086450689.2034439836951867299888617.6444365376140611199022187.11597860091842789406056581\
            53872708441955317.16876658717031589479860902742568825114336243721
1117    2+  53617.33204935897114926615901860681855720238938610049991163553469602952526981683698078519032865530152402819\
            13869202084948214646176167697563997876008169111266135755142978520607632641825248650808424627903595651201098\
            76380977211812209675600156924865399578893199738959590180935407493264483530818301077164020609608236687541638\
            47583328595095663
1118    17  3.431.2731.8191.9719.2099863.3180000071.326667346721.2932031007403.12553986510209.101119526079159121.164042\
            29182321439707977.33715476283025803700130451.637467768535882654780280209.5372671605559018949197569290161696\
            73.9215285895065526291256518741915902569.893727031418219528215703263500245746111426327976710088873802347504\
            988954469046303695621351442273545673249
1119     8  7.2239.20143.25569151.154565233.1100558881.7524403464973569831423274495464573277486448979341142918994114289\
            82990336039662496766303354959577078458241.68924779180607671698579538039904960998747268256958625379452219958\
            78503780332224363268573073183630500367119392420062341262872218580566927371739993650805027469403348034817728\
            695613974591485048735894231
1120    40  3.5^2.11.17.29.31.41.43.71.113.127.257.281.449.2689.4481.5153.61681.65537.86171.122921.414721.557761.736961.
            7416361.15790321.16824641.47392381.86800001.183076097.4278255361.54410972897.44479210368001.358429848460993.
            40396092614384641.40809065233184155116161.84179842077657862011867889681.34212493817053680398303341900462112\
            25116161.16366786575293487168163210961641150954650165468880710178578881
1121     5  8969.179951.524287.3203431780337.10508537584872980049787749414505440238543661684506416445249892188329191267\
            89766965724262540565502590229499696571368124770089495356727659696511430818364995746993126202947037218849249\
            45056142078277741715754321142971230033732570350705429405324111863224178094111236842467383427204559334241753\
            99671044286557638075591
1122    28  3^2.7.23.67.89.103.307.683.1123.2143.2857.6529.11119.20857.43691.131071.146983.314161.599479.707983.1533564\
            23089.2009643799642447.2056186475270066900583885539731.1032670816743843860998850056278950666491537.14407170\
            630221060156595686931380920555127810203.2191165825376888084750157716424579062015865776131.12648384035384787\
            780871703134944437615763117128688347014641503430279486998671
1123    2+  777288435261989969.1465895205726483262970390738580801989925500839204587549569033703935440606142938764046400\
            30487768849154935614519947784822915456893460011196869345632120914467602746341077792342265432195815566229725\
            56437186183025051272671186161938738286455141844012134361781050444414570231031770070764381985753562011193183\
            4937655605184404303
1124    13  3.5.563.3373.80929.3827221.91568909.5203536083.58381440973934522510444290213069.103106034736499196369114370\
            3976548814351953.442079688503172860176607217752424068059658864615965341384647107224486419.42430753264205191\
            544205509903443731248177379622499698300170116993673305525189.4800921529305265284186044327307933884373727190\
            6291675944391068955229998769420319
1125    22  7.31.73.151.601.631.751.1801.23311.100801.115201.213751.617401.10567201.1348206751.269089806001.13861369826\
            299351.4710883168879506001.150212580033138336342001.2139731020464054092520609592459940706818275139793055476\
            751.51833645300329496308097759409726604605029168907048343297938001.2493280756695375717208989059964303698377\
            463498630920673519781864412678064345644739346399751
1126     7  3.522114085011580241.74906924194076922022321.2815747080256641401887817.13299213974872825932452460424235657.
            80624668653027423155400254882287984463171079988632097778671863053173995846913188328734267863727581492539411\
            1503.257323192135759555839256711094215328226631894731631722581616062225895353265033689946560613273119450096\
            627691636333654303452465323
1127    10  47.127.1289.178481.3188767.45076044553.4432676798593.14808607715315782481.462794199998315394712798721233381\
            03016286057860779176844391065844824425838039212570379827121.30403377880634783771901582133095170554255063670\
            62051234332175073271491944476253598560130513437298188043592760123289490911072768829866157006296212828722768\
            023864677846066272448860019558609
1128    34  3^2.5.7.13.17.241.283.1129.2351.3761.4513.5641.1681003.1768141.13264529.54865357.1198107457.4375578271.7484\
            047069.23592342593.35273039401.111349165273.165768537521.180846660913.140737471578113.201777278450257.45019\
            46625921233.646675035253258729.181352306852476069537.270097268484167653999069.4409486883238989864703786561.
            38573092257178550307394862497.18608722347327079478372693516842174661089
1129    3+  33871.833798113.2582118551094727313480068946059528743745696333342518087617964645410529350927627507769076653\
            08585204612673346460611188132436584717081681256490013385142377528986002564034380943025966899585773863185072\
            61237415605080550890322225468006649468524882928916177871425036985767967681931582464536799484855418035402775\
            5226832063301912140657
1130    17  3.11.31.227.3391.19211.23279.48817.65993.1868569.636190001.1066818132868207.491003369344660409.185318160171\
            793066961.29444549303703754611026537050435001.6875011916280867147020569224783804216014973569825831282695990\
            3010625527023050151.550320109630832252771337487812762168917707690295568527774461738429602234930664096727417\
            91064238834027799294487913679490115371458761
1131    15  7.79.233.1103.2089.4177.5279.8191.121369.148055441.359661017.9857737155463.19738333901893732920993909236141\
            68779294442399.249018815918315199700031851161772880156221637084521986234342836024160025575777017.1737127217\
            71270214555552478451523901919835901787536106707546637724704651418838102450272130569789943921853048523264148\
            97720257043458170680407408416583187319449
1132    12  3.5.1699.9623.62827.2486265371.68492481833.67535788803713.2890322867550518209542835620713954047018301159835\
            81457.23579543011798993222850893929565870383844167873851502677311057483194673.31082702275611665134711390509\
            17630250627849827446163307471742778796333223910258298061.15541351137805832567355695254588151253139260287603\
            415802670284661840802443732044480513
1133     9  23.89.2550183799.29237863091999.3976656429941438590393.49785726347323441303511.2468805350190760992979935216\
            750635087.9517163827671420782711708823501909006901645658490487.16433604101587130627485188563704826763613022\
            15982092341743482713494898182436657227261998628201247271890765957676858802559765565583479603650956227236968\
            90066089732152135241491681749119
1134    34  3^5.7^2.19.43.73.127.163.337.379.2593.5419.71119.87211.92737.119827.135433.262657.649657.1560007.97685839.2\
            72010961.77158673929.127391413339.562873504411.4744655685883.56202143607667.207617485544258392970753527.127\
            96850334107700077907936359359599238508434514842147354991928158160215113.34175792320105064276509600649933535\
            697253970335472049142780400956425111741139140798213387072831489
1135    6+  31.26986333437777017.132839238602148428191.4503031418785283725652516551.79921777382059796264915069508677209\
            53545660121688631.11669251881819420948356129245547146840183288581686340417574880771609619922873621036490155\
            87742601984534856122237898867011526733717707420521409224264120334523093860942918940099628969277031851849705\
            35714824645264736659271319351
1136    22  3.5.17.257.569.2273.228479.1433633.48544121.56409643.148587949.212885833.4999465853.5585522857.14254355329.
            472287102421.13952598148481.80377573236449.13425464222423304875744449.1109111337665555659589099067948209967\
            9181989410614081.22035224880114643162624476104782366474441464063490284156151885375649.561089862628529469701\
            880307617682175171538701774485416358584106265670728689
1137     7  7.180818808679.3289098531153894127.688979143570616582830070781662622819187353601.65890202687579642856782950\
            3940349573542148080739049.680964940889100168576893759023330862594960417603385579693897817732053970269863394\
            6720428389517879894953.145055723863560550477604381890594293730838060251770191890663583917159164624672619279\
            898755993873860650491112822353
1138    11  3.10243.15854617.55470673.223439473.2058017388830521.182602768015690099110572536951.11058232955634370455240\
            4016904356632250881.820793700834095033598534000634605722059739038841.10880660292962641727481913354075747211\
            3515266666479405303620102624927964940643869698641.166600443145782167422869582205773627533809608354200608495\
            919325006516227014769666125340269708249
1139     6  131071.138959.193707721.761838257287.12947560801881275212486900476122097688373975262784709656768032387833.2\
            14572518988869535243310646755822986575781713935406178145181941990353792392952672423228609363120821931156429\
            27666776724767134655114495646934767373351787446479416995043049746699687967054772049662725929470851787894768\
            0157925577055024773722021833113
1140    44  3^2.5^2.7.11.13.31.41.61.151.191.229.331.457.571.761.1321.2281.32377.54721.131101.160969.174763.185821.2473\
            81.524287.525313.1101811.1212847.160465489.420778751.3996146881.30327152671.275415303169.1457772869697961.2\
            76696631250953741.2416923620660807201.3011347479614249131.1491477035689218775711.23480412082098913326841.25\
            349242986637720573561.64326196787727903551977150861.15653990705896313547269237220041169361
1141    14  127.150287.704161.110211473.301230847.16742221609.27669118297.14493503199673.628007894034529.36230454570129\
            675721.131380422697420095809.875938090182754292028329.106014123028829664722111227465753.3591809077738486516\
            47989277433361124516462854671695577207362172101792755309543974859859006296660273836213875049706307393820552\
            24048188128596057830980706313234770301455553
1142    10  3.5711.9137.27409.73205584889.9640632099001.90794862316027093768853899468313.696933660453166716850987123010\
            0794095801832527002849548226132675916172927.708485118636058094163357274456975194359009391219702406120163365\
            0193388126309578906138706239.440039482643710907266023015482856278689980721581510532614379028875395640988439\
            8830235540110306174036457083385987
1143    10  7.73.2287.15241.349759.518814559.100342091647341370469161844713.170141183460469231731687303715884105727.339\
            212878596211796110770323541353281494127285320354524672773903.6383201165041263293438818852856403539005299068\
            58920677444499518058483199593483082578911894837514001686352390078900673032408756523586410195528259396995498\
            8634176364740441107028178977211347727
1144    34  3.5.17.23.53.89.157.353.397.683.1613.2003.2113.2731.8191.25741.724153.858001.958673.3426853.9467173.1451438\
            57.308761441.2931542417.6156182033.10425285443.158822951431.15500487753323.311195251370951377.4170165570896\
            115649.5782172113400990737.661521349351105339668937661297.1614501783881444871695814328568586673.45483796440\
            687588262115924373387768147329001606295881165522247483317566319074638433
1145     9  31.1504073.4946401.20492753.59833457464970183.199439000998738772588908077106387241.467795120187583723534280\
            000348743236593.14555351154393199486009895146040017633961311.1244492362113681306812690815620988152630406264\
            47640335608571387717945716157796313387592388767089310127758091719987195886415598023842248189067316766258795\
            2242454628660187552849876577210547641
